id,canonical,classification,provenance_status
CIE 3050,I:IMDYA98:J37:I,unknown,rejected
CIE 3051,HOVA9IMYA98:OA,unknown,rejected
CIE 3052,9A2OA9A 9819A8,unknown,rejected
CIE 3053,AZV+A1·A1398·A1AO,unknown,rejected
CIE 3054,...AO A193O MV+A1,unknown,rejected
CIE 3055,·I Y8O·3JYH,unknown,rejected
CIE 3056,[JANIT+Z·O]:VJVO:OΛ,unknown,rejected
CIE 3057,:ΛO?Λ9:INVVO:VΛJ,unknown,rejected
CIE 3058,LARTHI·HOLLON·RAVE·IA,unknown,rejected
CIE 3059,MINVVE·INVAI·O19Λ,unknown,rejected
CIE 3060,EDΛ9V8:J:VΛ,unknown,rejected
CIE 3061,:JΛHIΛ):MVJΛ:3Λ9V9:JΛ1,unknown,rejected
CIE 3064,Λ12ΛN8ΛN1IΛΛΛNΛO,unknown,rejected
CIE 3065,vi·xivi·piuθial,unknown,rejected
CIE 3069,IƎN2IADII A2VRA12 IANI1I7 a calismi | sp[as]pu[s]a | vipinal,unknown,rejected
CIE 3070,AIƜV2NAD A2I139+ calisunia | trepisa,unknown,rejected
CIE 3071,IƎNƜV+ A2ƎD2I7 tutne[i] | visces[a],unknown,rejected
CIE 3074,INTVAI:MIN8JA:8IVA,unknown,rejected
CIE 3075,8IN8JA:8V8E:IH+VAI:8DIMYIJT,unknown,rejected
CIE 3076,INTYAI:MIN8JA:8IHHAA,unknown,rejected
CIE 3077,AOMAQ,unknown,rejected
CIE 3078,M8JIH+H37:AOIN+VAI:AOMAQ,unknown,rejected
CIE 3079,YAN+X8O+AOIN+VAI+JAI+AIA2,unknown,rejected
CIE 3080,YAMAO+VD2E8IH+AOIN+VAI:M,unknown,rejected
CIE 3081,ATYV237I:IJ8H:IOAV,unknown,rejected
CIE 3082,LANIJAS AINAS,unknown,rejected
CIE 3083,ATVAJ ATIT INATV M AINAS AINAS,unknown,rejected
CIE 3084,MVJ37:J3:JNIJ:ANAO,unknown,rejected
CIE 3085,IM3VM:J3NIJ:D...,unknown,rejected
CIE 3086,INTRAJ:JATVAIJ:JATVAIJ,unknown,rejected
CIE 3087,INHAAJ..... MEJNI.....,unknown,rejected
CIE 3088,J3CVHA:J3:HADEJ:J:DINHVAJ,unknown,rejected
CIE 3089,2.9.IMHVAJ.A:J3I,unknown,rejected
CIE 3090,JAONJA I93H3:IMHVAJ,unknown,rejected
CIE 3094,AINOVI·VADAN,unknown,rejected
CIE 31,J11T·J19·2J·J1R17V2·V011,unknown,rejected
CIE 3102,[... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,unknown,rejected
CIE 3106,velxae ruy,unknown,rejected
CIE 3107,:aiavo:θi ary....,unknown,rejected
CIE 3108,--AID au:v...........cia...,unknown,rejected
CIE 3112,[al...θo...a...a]:a[i]nao θamia:la...a...θe...ia,unknown,rejected
CIE 3116,aθ:peθ|θuxia,unknown,rejected
CIE 3138,JAHI ...[c]ainal,unknown,rejected
CIE 3140,JA[M]M37 3H8!...7,unknown,rejected
CIE 3141,JA[N]D22A:22:A ...mes:vescnal,unknown,rejected
CIE 3142,JAHD9AOI////I//D///I//I,unknown,rejected
CIE 3143,IIII9:IHDV////,unknown,rejected
CIE 3144,JAV1M1V1M O:AJ la:i9.....ne pumpual,unknown,rejected
CIE 3146,JAV9A8IV ...cui farual,unknown,rejected
CIE 3148,:A2V9+31:2: / IIIIO 9an//////ei:petrusa:,unknown,rejected
CIE 3149,I & HV-M G M D,unknown,rejected
CIE 3150,A R V J ...i.clusa,unknown,rejected
CIE 3151,MHI9...MVIH.-N NAO,unknown,rejected
CIE 3152,S M·I O·B······I·,unknown,rejected
CIE 3155,M A I D····AM,unknown,rejected
CIE 3156,····A A I A I A O O··,unknown,rejected
CIE 3157,E ARRIA TREBO ET·C·AP,unknown,rejected
CIE 3159,POSTVMA,unknown,rejected
CIE 3162,A O,unknown,rejected
CIE 3177,V OII ME AN+,unknown,rejected
CIE 3187,VALXIM,unknown,rejected
CIE 3188,XXIX,unknown,rejected
CIE 3189,A1J.V.J.A T13.9OAJ.3 JDIMVM,unknown,rejected
CIE 3190,OVDE I.V....I-I NEI > ....MEMVNI |||||,unknown,rejected
CIE 3191,AID3I·AV,unknown,rejected
CIE 3194,4 IMAI9IЯ IMAI9I7X/,unknown,rejected
CIE 3195,Ɔ 1M : AИ VƆ9A : I23JIA ailesi : arcuna : Ƨec,unknown,rejected
CIE 3197,ЧЭЭЧЯIЯАЕƧ ƧIЯ.ЯЭJ ΛЯIƆ,unknown,rejected
CIE 3199,ЗAVЯAB ƆVƆMƎ ƧЯA,unknown,rejected
CIE 32,J1D9J2·2J·J1MDJ3J·D·J1,unknown,rejected
CIE 3205,HSIIMƎIIN ITI ƎHIIVƎMƎO,unknown,rejected
CIE 3206,ƎJƎODƎJ ƎJ ƎƎƎJ,unknown,rejected
CIE 3210,ƎYƎVƎTƎT H MIVƎ,unknown,rejected
CIE 3211,ƎYƎNƎMƎƎƎ ƎƎƎƎV,unknown,rejected
CIE 3212,ƎNƎVƎƎƎDIVƎNƎƎO,unknown,rejected
CIE 3214,,unknown,rejected
CIE 3215,,unknown,rejected
CIE 3216,,unknown,rejected
CIE 3217,,unknown,rejected
CIE 3218,,unknown,rejected
CIE 3219,,unknown,rejected
CIE 3220,,unknown,rejected
CIE 3221,,unknown,rejected
CIE 3222,,unknown,rejected
CIE 3223,,unknown,rejected
CIE 3224,,unknown,rejected
CIE 3225,,unknown,rejected
CIE 3226,,unknown,rejected
CIE 3227,,unknown,rejected
CIE 3228,,unknown,rejected
CIE 3229,,unknown,rejected
CIE 3230,"a. in parte adversa: ....quei stipulatum eius.... ....oque utei ea fiant primo [quoque die.... ....b]oneis praedibusve eius ex [h. l. venditis ....t. quodque uxorei matre[i i.... quoious o]pera maxume eum reum [condemnatum esse constituerit ....t. eique eam pecuniam p[ersolvito.... ....q]uoibus h. l. quaestio erit co[ndemnato.... ....quoique ipse parens sit quove.... ....p]ecunia quae de ea re ex h. [l.... i f d d b. in parte aversa: 1. VVEISIIIIVVAIVM Bass., QVEIS M.VLAIVM Gori; 2. FIANT Bass., FIMI F Gori; 3. in. VEIS Bass., NEIS Gori; 4. QVOQVE Gori—MATREI Bass., MATI: Gori; 5. in. fortasse PERA, non RERA Bass., PERA Gori; 7. OIVS Bass., IOIVS Gori; 8. in VR Bass., VE Gori; 9. ECVNIA Bass., EQVNIA Gori, — in EX finit Bass., N et v. 10 addit Gori, in fine EX·H·L· coniecit Mommsen.",unknown,rejected
CIE 3231,β. in parte aversa: VA OI.TO .VA OI.I2 .VA OI.IH .VA OA. 5 .T.OL I9AT.AN .VA I9AT.AN .VA OI.AH VA.I.O Do ex Gamurrinio. b. OIMM DI3T QVAISEN D.A.D TANSAC I.I.O IVDI a. in parte adversa. OIMM qui-sen QVAISEN pansa STAASAC iudi IVDI v V,unknown,rejected
CIE 3232,a. in parte adversa. ....OIMM.... ....QVAISEN.... ....STAASAC.... Fa. text. ....IVDI.... ....V Fa. tabulam sic circumscribit Deecke. b. ....OIMM.... ....QVAISEN.... ....STAASAC.... ....IVDI.... ....V,unknown,rejected
CIE 3240,IMJA,unknown,rejected
CIE 3241,HMMMMAN SIASA PIVI:OAN CIHEISAI TASJA,unknown,rejected
CIE 3242,88ITAY cese|nf tati,unknown,rejected
CIE 3243,V2:EV: AIML :le:vs... :xnia....,unknown,rejected
CIE 3244,EJAOH EE:VJ IIIIIIIIIIIIIIII lu:ven:dace,unknown,rejected
CIE 3245,JAO9AJ:JAO hre:fraunal:lar9al,unknown,rejected
CIE 3246,VAHJ:VA au:pinal,unknown,rejected
CIE 3247,9EA132:OA ah:sepaer,unknown,rejected
CIE 3248,AIMOHV+ IAJOVIT tupis9nia|tit9lai,unknown,rejected
CIE 3249,EHEJAVE euelaeaei,unknown,rejected
CIE 3250,AVMIIOO,unknown,rejected
CIE 3251,TOAO9,unknown,rejected
CIE 3252,VYOPEI,unknown,rejected
CIE 3253,AIPAJIN IETINVE,unknown,rejected
CIE 3254,ERAIMAJ.OA,unknown,rejected
CIE 3255,AIMIRAJ:EINAR,unknown,rejected
CIE 3256,IAJIMAIA:ARHAJ,unknown,rejected
CIE 3257,a AJIMIRATVTAINPAJ; b larinia.tutasi.vinila,unknown,rejected
CIE 3258,IAJIRVT.VINAR.IRITAIM,unknown,rejected
CIE 3259,KONH9:IHNθ,unknown,rejected
CIE 3261,IADIT:AIAAMIN,unknown,rejected
CIE 3264,a) limatisene b) cavire|vemati|turesa,unknown,rejected
CIE 3269,vitasi·tosia,unknown,rejected
CIE 3273,he:raesninixvplahat,unknown,rejected
CIE 3282,...xaeti.,unknown,rejected
CIE 3298,fania X,unknown,rejected
CIE 33,T·J19·JAH·J2A7·A·V9J2A9J·XJ1DJ2J,unknown,rejected
CIE 3301,VJ2VAJ l·auslu,unknown,rejected
CIE 3302,19XWTAJ l9·····|avauri,unknown,rejected
CIE 3303,YO9AJIMt EIXQVTEJ AMI2 VJV t:lar|files|seturis|ulusina,unknown,rejected
CIE 3304,"GIMV..... |ainie|ve|saras GIMV..... LEOSVDV Ga., 3 .....nnie|ve|saras",unknown,rejected
CIE 3305,NIQVSQA .....rsudin,unknown,rejected
CIE 3306,JIOV2:MAJA apan:suRil,unknown,rejected
CIE 334,VDER.A,unknown,rejected
CIE 335,VDER.A,unknown,rejected
CIE 337,VDER.A.THNA,unknown,rejected
CIE 338,SV.VDE.R.I,unknown,rejected
CIE 339,VO.IO9.AV VAV32.I.SI9.A2,unknown,rejected
CIE 34,J·J2J1C[N]A·.......,unknown,rejected
CIE 340,EDNAH.OθAI,unknown,rejected
CIE 342,EHRI.A.HNAO,unknown,rejected
CIE 35,J19·JAD9A·JV1MJ38·J1,unknown,rejected
CIE 354,IIYAA MIV8,unknown,rejected
CIE 355,MIV8OAAJ,unknown,rejected
CIE 358,IAOAJ EMIV8,unknown,rejected
CIE 359,ANIA KENVAJ,unknown,rejected
CIE 360,KENVAJOMA,unknown,rejected
CIE 361,YRSRDAJ,unknown,rejected
CIE 362,ER:YDA YAA:V,unknown,rejected
CIE 363,OAJ:VOSR:OAA ARIIAO,unknown,rejected
CIE 364,a) vel: secu | lar | Fal b) Fania : alfnei,unknown,rejected
CIE 366,lar | Di | a | Funi,unknown,rejected
CIE 369,arno auta : caznal,unknown,rejected
CIE 370,ei kihax ixu . . | avle kavini sex,unknown,rejected
CIE 371,,unknown,rejected
CIE 372,,unknown,rejected
CIE 373,,unknown,rejected
CIE 374,,unknown,rejected
CIE 375,,unknown,rejected
CIE 376,,unknown,rejected
CIE 377,,unknown,rejected
CIE 378,,unknown,rejected
CIE 379,,unknown,rejected
CIE 38,TX.JΛI.V.ΘI.ΛI.AN.ΘI:A θ.9.JAΘIΛI:AN:ΘI:A,unknown,rejected
CIE 380,,unknown,rejected
CIE 381,,unknown,rejected
CIE 383,,unknown,rejected
CIE 384,,unknown,rejected
CIE 385,,unknown,rejected
CIE 386,,unknown,rejected
CIE 387,,unknown,rejected
CIE 388,,unknown,rejected
CIE 389,,unknown,rejected
CIE 39,TX.JΛI.V.ΘI.ΛI.AN.ΘI:A θ.9.JAΘIΛI:AN:ΘI:A,unknown,rejected
CIE 390,,unknown,rejected
CIE 391,,unknown,rejected
CIE 392,,unknown,rejected
CIE 393,arniθ velxatini|vestrnaisa,unknown,rejected
CIE 394,a. APNOFELVθ FE SθAN b. arniθ velx[tini]|vestrn[alisa],unknown,rejected
CIE 395,arniθ velxatini|vestrnalisa,unknown,rejected
CIE 396,,unknown,rejected
CIE 397,,unknown,rejected
CIE 398,,unknown,rejected
CIE 399,,unknown,rejected
CIE 40,TX.JΛI.V.ΘI.ΛI.AN.ΘI:A θ.9.JAΘIΛI:AN:ΘI:A,unknown,rejected
CIE 400,,unknown,rejected
CIE 401,,unknown,rejected
CIE 402,,unknown,rejected
CIE 403,,unknown,rejected
CIE 404,,unknown,rejected
CIE 405,,unknown,rejected
CIE 406,,unknown,rejected
CIE 407,,unknown,rejected
CIE 408,,unknown,rejected
CIE 409,,unknown,rejected
CIE 410,,unknown,rejected
CIE 411,,unknown,rejected
CIE 412,,unknown,rejected
CIE 413,,unknown,rejected
CIE 414,,unknown,rejected
CIE 415,,unknown,rejected
CIE 416,,unknown,rejected
CIE 417,,unknown,rejected
CIE 418,,unknown,rejected
CIE 419,,unknown,rejected
CIE 42,JAI VMH JΛ:2Λ:AN:ΘI:A ..ceicna-ls-θelmuial,unknown,rejected
CIE 420,,unknown,rejected
CIE 421,,unknown,rejected
CIE 422,,unknown,rejected
CIE 423,,unknown,rejected
CIE 424,,unknown,rejected
CIE 428,Q.FOLNIVS.A.F.POM FVSVCS velxe fulni velxes | ciarPialisa Q.Folnius.A.f.Pom | Fuscus,unknown,rejected
CIE 43,IΛI:AN:ΘI:A v.....tanzwi.....cui vel[us] [m]eθelial}.....tviqi,unknown,rejected
CIE 431,Panxvil.tetinei,unknown,rejected
CIE 435,zixu | mesinal,unknown,rejected
CIE 44,JΛI:AN:ΘI:A θana-cavinei-tuθ,unknown,rejected
CIE 443,dapna·muśni···|inścvil·|admic···|śalθn,unknown,rejected
CIE 444,VTMVNEJ|IOAVDVVM|ARNA|IMVDIHE,unknown,rejected
CIE 445,MATIAMROAVO:ZVS:ZVS:FA ESQVT,unknown,rejected
CIE 446,MISLANAHADI:MANIOVT:ALSD:ANAN:MA MAOJSVO:ANAN:MA:LIES:ANAN:MA,unknown,rejected
CIE 447,a. 3:HITHIA:A:IOQAI b. 3:HITHIA:A:IOQAI,unknown,rejected
CIE 448,IVISNA:RISAV VAMIS:JES,unknown,rejected
CIE 449,IMV9T:3I:OA:I3HAI9AS,unknown,rejected
CIE 45,a) VANIVIAS.VAIΘΘA.V b) VANIVIAS.VAIΘΘA.V.Θ l.aqlami.larΘial.cailinal,unknown,rejected
CIE 452,M:ELVA:OIAJEVVA,unknown,rejected
CIE 46,XXX.ΘIΘ.Z.IANΘVS.ΘAΘO Θana.fulnai.s.ril.XXX,unknown,rejected
CIE 461,QVOLTITA:AЯE JAHIA2:QVOAN,unknown,rejected
CIE 462,A23ИM391:A8:13И3A:ANAO,unknown,rejected
CIE 463,VLTJAJJAM,unknown,rejected
CIE 464,ARCEИTIOM,unknown,rejected
CIE 465,AИ+MVJA):M,unknown,rejected
CIE 466,IEИRVOANAO,unknown,rejected
CIE 467,MIANXNAIVD,unknown,rejected
CIE 468,INXQ-QANAHID,unknown,rejected
CIE 469,M3JVA :QAS NTAJ,unknown,rejected
CIE 471,mi:uniol.I curtun,unknown,rejected
CIE 472,JIDMNIH,unknown,rejected
CIE 473,MHAMJV)A7M0791:3,unknown,rejected
CIE 50,ΘMΘLSAΘIM ΘIΘSΘ in parte dextra in parte sinistra mi leasies e. .s sp.,unknown,rejected
"CIE 52a, b","--- Lamina A ---
1. v.supni astnei
2. v.supni larθi puinei X
3. v.supni velanial
4. v.supni ceicnal
5. l.velusna felmviai
6. v.velusna v calati
7. v.puina armnial
8. l.larθi fulnei
9. pultace ceicna icapuni
10. l.larθi θepza
11. cure malave pultace
12. l??? ist? v? v? θa
13. vlcae fulθuna
14. l.ultace (?)
--- Lamina B ---
1. acep fulθuna mazutini
2. l.larθi θa armne
3. alθruz fulθuna
4. l.larθi
5. a.velani puine
6. a.velusna
7. fasta l.larθi
8. laθi plavi urmte
9. l.armne
10. masve ceicnei
11. qaves etra qvi
12. θusce θimv larθi paqe",unknown,rejected
CIE 53,ЭDИИAMIA9TV2-J8 AJ2IИLVA9TJAMIA MVHATA+IЭ,unknown,rejected
CIE 54,AGATINIA-LF ANNIV,unknown,rejected
CIE 55,AGA TINI APRI MA,unknown,rejected
CIE 56,AXXT+J9A IHHIA9A ravn tu. armni. ril. LXXV,unknown,rejected
CIE 57,A ∃I2IЯCΛJЭ 07I∃I XIIIИI∃7,unknown,rejected
CIE 59,IAXX+J9A IYTI∃∃2-J∃IA9J,unknown,rejected
CIE 60,AMIH HAJ,unknown,rejected
CIE 61,II° • JAIЭYAI • ∃ • VI2AЭ,unknown,rejected
CIE 62,C.CASPO • ΛAII • F • ANNORV • XXII°,unknown,rejected
CIE 64,L. CACINA. NIC EFOR. HIC,unknown,rejected
CIE 65,ceivna·setres·lavcinal·ril·LXX,unknown,rejected
CIE 67,av·cnevna·av·masu·ril·LXXXIII,unknown,rejected
CIE 68,av·cnevna·s·cracnal·ri·LXXXIII,unknown,rejected
CIE 69,a·cnevna·crac·ril·XXVIII,unknown,rejected
CIE 70,setre cneuna | a·titial ril | X IIII,unknown,rejected
CIE 71,larθi·cracnei·larisal·ril·LXXV,unknown,rejected
CIE 81,a XXX.I.J19.V)J.JA b XXX.I.J19.V)J.JA av.lecu.ril.LXXX,unknown,rejected
CIE 82,v.lwisu.v,unknown,rejected
CIE 85,larθi.marci.ril.LXXII,unknown,rejected
CIE 87,PAPIRIA.C.F.ANNORVM.LXXVII Papiria.C.f.annorum.LXXVII,unknown,rejected
CIE 88,in operculo a.pecni.ril.LIIII.leine in arca,unknown,rejected
CIE 89,PERPERNI.O.[.].L.EROTI Perperni[o.][.].l.Eroti,unknown,rejected
CIE 90,TANIA.PIISCNIA.RVM. Tania.Pescni.a.[anno]rum.,unknown,rejected
CIE 91,LAZIAL:V:D397:V,unknown,rejected
CIE 92,AMAX:V:D397:V,unknown,rejected
CIE 93,AH1MV:V:D39H391:V,unknown,rejected
CIE 95,V:IAINA3AM:A:IMDVAM,unknown,rejected
CIE 97,IAIV:AMAA:A:IMDVAM:A,unknown,rejected
CIE 98,IXXV:V:IAIV:AMAA:A:IMDVAM,unknown,rejected
